mbti,description
estj,"엄격한 관리자, 경영자"
estj,"현실적, 구체적, 사실적이다. 또한 어떠한 활동을 조직화하고 주도해 나가는 지도력과 추진력이 있다. 행정, 의료, 법조, 군대, 경찰, 재무 등 '조직관리' 분야에 뛰어난 재능을 지녔다. 타고난 지도자로서 프로젝트의 목표를 설정하고, 지시하고, 결정하고, 독려하여 기한 내에 철저히 이행하는 능력이 있다. 불확실한 미래의 가능성보다 흔들리지 않는 현재의 사실을 추구한다."
estj,"하지만 감정을 고려하는 능력이 부족할 수 있기 때문에, 인간 중심의 가치에 대해 고민하고 타인의 감정을 생각하는 법을 배워야 한다."
estj,"불건강한 경우 타인의 단점들을 사사건건 지적하고 즉각 수정하기를 요구하며 화를 내는 성격이다. 사회화된 경우라면 상대방의 디테일한 단점들을 보고 속에서는 열이 끓어오르지만, 입 밖으로 말하는 건 자제한다."
estj,"건강한 ESTJ는 타인을 지적하기보다는 성격과 능력치를 상식적, 논리적으로 고려하여 업무를 배분한다. 할당된 업무가 개인의 능력치를 넘는다 판단될 경우 자기가 일 처리를 다 해버린 후, 그 사람을 좌천시키는 방식을 취하기도 한다.[29]"
estj,"겉보기 특성 - 리더십과 안정성을 중시하는 성격으로, 돈을 잘 버는 유형이다. 카리스마 있는 선배, 교육자, 상사, 사장, 가부장적인 부모 등의 모습을 많이 보여준다. 자기관리가 철저하고 엄격, 엄숙하며 주위 사람들에게 냉정한 편이다. 현실적이면서도 커다란 도전을 좋아하는 유형이기도 하다."
estj,"직장에서 일 잘하는 꼰대 아저씨의 전형적인 성향인데, 윗사람한테는 매우 깍듯하지만 특유의 공격적인 성격으로 부하들한테의 평가는 그리 좋지 않다."
estj,"공격적이고 편협한 성향으로 온갖 갈등을 유발하기도 하지만, 근면성실하고 현실적이며 꼼꼼하다. 그래서 사실상 위계질서와 서열, 역할이 분명하게 구분된 전형적인 관료제 사회에서는 매우 유능한 일꾼이다."
estj,"사회인격학의 쿼드라 그룹 모형으로는 Delta 그룹에 속한다. 해당 접근 방법에 의하면 MBTI식 기준으로는 ENFP, ISTJ, INFP인 사람과 집단을 형성했을 때 가장 큰 심리적 편안함을 느낀다.[주의사항] 사회인격학의 갈등 관계(Conflict, Conflicting Relations) 분석에서, 가장 상극인 MBTI 유형은 INFJ(MBTI식 지표)이다."
estj,관습적 · 속물적 · 현실적 · 의존적 · 보수적 · 전통적 · 손익계산 · 자기애 · 계획적 · 직설적 · 추진력 · 워커홀릭 · 절차의 공정함 · 솔직함 · 안정 · 체계적 · 근시안적 · 단순 암기 · 결론 도출 · 완고함 · 위계질서 · 기억력 · 결과 지향 · 의무감 · 규범과 체계 · 공과 사 구분 · 책임감 · 성취욕 · 형식적 · 사실 중심적 · 눈앞의 성과 집착 · 비즈니스적 인맥 · 사회적 현실감각 · 권력욕 · 권위주의 · 연고주의 · 통제와 간섭 · 꼰대 · 편견 및 고정관념 · 선택적 융통성
estj,자녀에게 전통적인 규칙을 고수하게 하는 전형적인 40대 후반부의 부모이다.[35]
estj,불건강할 경우 지나친 규칙과 의무감으로 사춘기의 자녀를 반항적으로 만들고 탈선을 하게 만들기도 한다. 하지만 건강한 부모의 경우 적당히 선을 지키면서 통제하는 편이다.[36]
estj,"전통주의자로서 경조사나 의례, 제사 등에 강한 집착을 보이기도 한다.[37]"
estj,보수적인 성향이 강하므로 자녀가 놀기 좋아하거나 화려하게 꾸미려고 할 경우 이를 강하게 통제하려 든다. 소위 'MZ세대' 정서와는 완전히 반대되기 때문에 갈등이 일어나기 쉽다.[SJ]
estj,"같은 SJ 유형들인 ESFJ, ISTJ, ISFJ 자녀와는 정서적으로 잘 맞는 편이지만, 그 외 유형의 자녀들과의 궁합은 그리 좋지 않다.[39]"
estj,"ISTJ와 마찬가지로 입시 위주 교육, 주입식 교육, 정시(입시)의 최대 수혜자이다."
estj,ISTJ와 마찬가지로 주변에서 일을 열심히 하면서 성숙하다는 말을 많이 듣는 편이다.
estj,"회장, 부회장 등 학급 임원직에 적극적으로 도전한다. 당선된 후에는 반 아이들을 휘어잡는 경향이 있다."
estj,"조별 과제 등 사소한 부분에서도 리더를 맡고자 한다. 하지만 자신보다 더 리더십이 뛰어난 친구가 있다면, 기꺼이 양보한다."
estj,잔소리가 심하다. 청소당번 같은 일을 할 때도 같이 하는 친구가 제대로 안할 때 잔소리가 매우 심한 편이다.
estj,"ENTJ와 더불어 보수가 좋은 직종에서 능력발휘를 하는 경우가 많은 편이다. 보수적이고 조직화된 문화와 환경에서 가장 지향하는 사람의 성격이며, 그런 환경에서 목표 성취에도 아주 유리하다. SJ 성향답게 직접적인 만남이나 인간관계를 선호하며 온라인에서의 활동빈도는 적은 편이다."
estj,"게으르거나, 일을 잘 못하거나, 뜬구름 잡는 몽상가적 소리를 하거나, 잡생각이 많거나, 감정에 휘둘리거나, 충동적이거나, 목적 의식이 없거나, 틀을 깨는 사람들을 싫어한다. 또한 그러한 성격을 가졌다면 가족이나 친구라도 말로 공격할 수도 있다.[40]"
estj,"본인이 생각할 때에 필요하거나 도움이 된다고 생각하는 관계만 유지하는 편이다. 필요없다고 생각하는 에너지는 쓰려고 하지 않아서, 내향형으로 보이는 경우도 있다.[41]"
estj,"의견이 장기적으로 봤을 때 논리적이거나 합리적이더라도, 즉각적으로 적용할 수 없으면 채택하지 않는 경우가 많다."
estj,많은 사람들과의 새로운 인간관계를 맺고 노는 것보다는 새로운 지식을 학습하거나 무언가를 배우는 것을 즐긴다.
estj,"인간관계 소통방식은 주로 해결책을 먼저 제시하는 쪽이며, 감정에 지나치게 치우쳐진 사람에게는 전혀 공감하지 못하는 경향이 있다."
estj,보이는 모습과 실제 모습이 완전 딴판이라 친해지고 나서 충격을 받는 사람도 적지 않다.
estj,"이들도 사람이라 감정적으로 흔들릴 때도 있지만, 대부분 그런 감정들이 별 도움이 안 된다 생각해 무시한다. 그리고 자신에게 주어진 임무나 자기계발에 더 열중한다. 일을 하며 아픔을 잊는 대표적 유형이다. 그러나 간혹 별것도 아닌 일에 갑자기 감정이 격해지고 폭발할 때도 있다.[42]"
estj,"연인에게 책임감 있고 헌신적인 타입이며, 연인에게도 책임감을 요구한다. 데이트를 할 때도 계획적으로 움직이며, 안정적인 연애를 선호한다. 그래서 ESTJ와 사귀면 결혼까지 이어질 확률이 높으며, 안정적인 배우자가 될 가능성이 높다."
estj,"다만 ESTJ와의 궁합이 잘 맞지 않는 사람들은 안정감 속에서도 지루함을 느낄 수 있다. ESTJ는 밀당이나 티키타카 없는 솔직 담백한 스타일이며, 가끔 상대방을 통제하려는 성향을 보이기도 한다. 그래서 ENTJ유형이나 타 XSXJ 유형들을 제외하면 상성이 좋지 않다."
estp,"사업가 인생은 과감한 모험이 아니라면 아무것도 아닌 것이다 헬렌 켈러 사업가(ESTP)는 항상 주변 사람에게 영향력을 행사하곤 합니다 파티에서 가는 곳마다 사람들에게 둘러싸여 있는 사람을 발견한다면 바로 사업가일 것입니다 이들은 직설적인 유머 감각을 지니고 있으며 수많은 사람의 관심을 받는 일을 즐깁니다 한 마디로 사회자가 무대로 올라올 사람을 찾을 때 직접 무대로 올라가는 성격이라고 할 수 있습니다 사업가는 이론적이고 추상적인 개념과 지루한 토론에는 크게 관심이 없습니다 지능이 높고 활기찬 대화를 유지할 수 있는 성격이기는 하지만, 현실적인 주제에 대해 이야기하고 직접 행동하기를 원하는 성격이기 때문입니다 이들은 계획을 심사숙고하기보다는 먼저 행동하고 시행착오를 겪으며 실수를 바로잡는 방식을 선호합니다 행동지향적 성향 사업가는 위험 추구 성향이 가장 강한 성격으로 현재에 집중하며 자신의 생각을 바로 행동으로 옮깁니다 이들은 열정과 즐거움에 집중하며 지적 자극을 제공하는 모험을 추구합니다 또한 중요한 결정을 내릴 때는 현재의 사실에 집중하는 경향이 있습니다 사업가의 행동지향적 성향은 학교 등의 체계적인 교육 환경과 충돌할 수 있습니다 기존의 정형화된 교육 방식보다는 직접 배우는 일을 선호하기 때문입니다 그 결과 교육을 즐거움을 만들어 낼 수 있는 기회로 바라보기까지 상당한 시간이 걸리는 편입니다 또한 사업가는 자신만의 규칙을 만들려고 하는 경향이 있으며 불필요하다고 생각하는 규칙을 어기는 데 거리낌이 없습니다 이 때문에 학교나 회사에서 규칙을 따르지 않는 사람이라는 평판을 받게 될 수 있습니다 갈등을 최소화하고 넘치는 에너지를 활용하는 동시에 지루한 일에도 집중하는 법을 익힌다면 다른 사람에게 인정을 받을 수 있을 것입니다 남들이 가지 않는 길 사업가는 관찰력이 뛰어나고 현상을 있는 그대로 받아들이는 성격으로 사소한 변화도 감지하는 능력을 지니고 있습니다 이들은 대부분의 성격과 달리 숨겨진 생각이나 의도를 손쉽게 간파하며 표정 변화와 새로운 패션 스타일 등 다양한 변화를 감지해 내곤 합니다 이들은 관찰한 결과를 바탕으로 변화를 요구하거나 질문을 건네는 등 생각을 즉시 행동으로 옮기며, 이 과정에서 상대방의 감정을 고려하지 않을 때가 많습니다 이들에게는 모든 사람이 자신의 비밀과 결정에 대해 이야기하고 싶어하지는 않는다는 사실을 기억할 필요가 있습니다 일부 업무와 긴급 상황에서는 사업가의 즉각적인 행동력과 관찰력이 큰 도움이 될 때가 있습니다 사업가는 전체 인구의 4%밖에 되지 않음에도 큰 존재감을 발휘하는 성격입니다 다만 현재에 집중하느라 일을 잘못된 방향으로 진행하거나, 다른 사람의 기분을 상하게 하거나, 자신의 건강과 안전을 생각하지 않을 때가 있습니다 가끔 주의력이 분산될 때가 있기는 하지만, 일반적으로 사업가는 열정과 에너지가 가득하며 강한 정신력을 지닌 성격입니다 이들은 다른 사람에게 의욕을 불어넣는 일과 설득하는 일에 능합니다 이러한 자질을 건설적이고 의미 있는 방식으로 발휘할 수 있다면 타고난 지도자로서 사람들을 새로운 길로 이끌고 가는 곳마다 에너지와 즐거움을 선사하는 역할을 할 수 있을 것입니다"
estp,"모험을 즐기는 사업가, 수완 좋은 활동가형"
estp,"사실적이고 관대하며 개방적이고, 사람이나 사물에 대한 선입견이 별로 없다. 강한 현실 감각으로 타협책을 모색하고 문제를 해결하는 능력이 뛰어나다. 센스 있고 유머러스하다. 어디서든 적응을 잘 하고, 친구와 어울리기를 좋아한다."
estp,"긴 설명을 싫어하고 운동, 음식 등 주로 오감으로 보고 듣고 만질 수 있는 삶의 모든 것을 즐기는 유형이다. 순발력이 뛰어나며 많은 사실들을 쉽게 기억하고, 예술적인 멋과 판단력을 갖고 있으며, 연장이나 재료들을 다루는 데 능숙하다."
estp,"논리, 분석적으로 일을 처리하는 데 반해, 추상적인 아이디어나 개념에 대해서는 별로 흥미가 없다. 즉, 현실적이고 실용적인 면에서만 분석적인 자세를 보인다."
estp,이성적 · 자유주의 · 현실주의 · 독립적 · 개방적 · 현실적 계산 · 자기애 · 가벼운 대화 · 직설적 · 쾌락주의 · 단순함 · 객관적 · 솔직함 · 합리성 · 개방적 사고 · 행동력 · 자기 주장 · 관찰력 · 익스트림 스포츠 · 풍자 · 현재지향적 · 결과 중심적 · 붙임성 · 신속함 · 도박 · 흥미 추구 · 활동적 · 다수와 넓은 교류 · 사실 중심적
estp,내기를 좋아한다.[29][30]
estp,매 순간의 삶을 즐기며 산다.[31][32]
estp,스릴을 좋아한다.[33]
estp,MBA에서 흔히 볼 수 있다.[34]
estp,"매우 빠르게 생각과 행동을 하고 현실적이기 때문에, 감정적이거나 우유부단한 사람에 대해 답답해하는 경향이 있다.[35]"
estp,본인의 경험을 바탕으로 따져보았을 때 이해가 되어야만 수긍한다.
estp,주기능인 Se(외향 감각)와 부기능인 Ti(내향 사고)로 인하여 모든 유형 중 감각(S)적인 성향이 가장 강하다.[36]
estp,ISTP와 더불어 창작물에서 Badass기믹으로 가장 빈번하게 나오는 성격 유형 중 하나이다.[37][38][39]
estp,무대의 중심에 서는 것과 관심을 즐긴다.[근거1]
estp,타고난 해결사로서 문제를 해결하는 능력이 타의 추종을 불허한다. 그러나 타고난 말썽꾸러기로서 문제를 유발하는 능력 또한 타의 추종을 불허한다.[41][근거3]
estp,불건강할 경우 매우 둔감할 수 있다. 자신의 언행이 타인에게 어떤 영향을 미칠지 전혀 생각하지 않는다.[43]
